State before win,Win action,Reward
XX XOX OO,XX XOXOOO,-1.0
 X  OO X ,XX  OO X ,0.0
XX  OO XO,XXX OO XO,1.0
OX XXOX O,OXOXXOX O,-1.0
  OOXX   ,  OOXXX  ,0.0
 O XXO X ,OO XXO X ,0.0
OO XX  X ,OOOXX  X ,-1.0
O   X XOX,O O X XOX,0.0
O O X XOX,OXO X XOX,0.0
OX   OXXO,OX  XOXXO,1.0
X   X O O,XX  X O O,0.0
XX  X O O,XX  XOO O,0.0
 XX X O O, XXOX O O,0.0
 OX O X X, OXOO X X,0.0
 OXOO X X,XOXOO X X,0.0
  OX  XXO,O OX  XXO,0.0
  O   XXO,X O   XXO,0.0
X O   XXO,XOO   XXO,0.0
XOO   XXO,XOO X XXO,0.0
  XXXO  O,  XXXO OO,0.0
  XXXO OO, XXXXO OO,0.0
 XXXXO OO,OXXXXO OO,0.0
 OXXO   X,OOXXO   X,0.0
  XOXXO  ,O XOXXO  ,-1.0
OX XXO O ,OX XXO OX,0.0
 XX  XOO , XX OXOO ,0.0
  XX X OO, OXX X OO,0.0
 OXX XXOO,OOXX XXOO,0.0
OOX  XX O,OOX XXX O,1.0
  O X XO ,  O X XOX,0.0
 O OOXXX , O OOXXXX,1.0
 O OX XX , OOOX XX ,0.0
 OOOX XX , OOOX XXX,1.0
X  O   OX,X  O  XOX,0.0
  XXOO X , OXXOO X ,0.0
XOXXOO X ,XOXXOO XO,0.0
  OX O XX,  OX OOXX,0.0
 OX X O  , OX X OX ,0.0
 XOXO  OX, XOXOX OX,0.0
 XOXOX OX,OXOXOX OX,0.0
  X OXOX ,  X OXOXO,0.0
O   OXX  ,O  XOXX  ,0.0
X  O OXOX,X  OXOXOX,1.0
OX XOOX  ,OX XOOX X,0.0
OX XOOX X,OX XOOXOX,0.0
 XXX OO O,XXXX OO O,1.0
OX  OX X ,OX  OXOX ,0.0
OX  OXOX ,OX XOXOX ,0.0
 X X   OO, XXX   OO,0.0
OXX  X  O,OXXO X  O,0.0
OOXXO  X ,OOXXO  XX,0.0
OX OOXXX ,OX OOXXXO,-1.0
 XO  X OX, XO OX OX,0.0
  X XO OX, OX XO OX,0.0
XO  O  X ,XO  O  XX,0.0
XO  O  XX,XO  OO XX,0.0
XO  OO XX,XO XOO XX,0.0
  XX OO  ,X XX OO  ,0.0
OX  XXO  ,OX  XXOO ,0.0
XO   X   ,XO O X   ,0.0
 OOX XX  , OOX XXO ,0.0
OXO X  OX,OXO X XOX,0.0
 O X X O , O X X OX,0.0
  XO   OX,  XO X OX,1.0
XX   OX O,XX   OXOO,0.0
 X XXO OO, XXXXO OO,0.0
XOX X   O,XOX X O O,0.0
OOXX  OX ,OOXX XOX ,0.0
OOX     X,OOX   X X,0.0
OOX  OX X,OOX  OXXX,1.0
O X O  X ,O X OX X ,0.0
 OX  X O , OX  X OX,1.0
OXO  XO X,OXO XXO X,0.0
 XOX  XO , XOXO XO ,0.0
 XOXO XO , XOXOXXO ,0.0
O X   OX ,O X X OX ,0.0
O X X OX ,O X X OXO,0.0
OO X  XX ,OOOX  XX ,-1.0
 X XOOX O, XXXOOX O,0.0
 XXXOOX O,OXXXOOX O,-1.0
O XX OO X,OXXX OO X,0.0
 OX X  O , OX X XO ,1.0
OOX  XOX ,OOX  XOXX,1.0
O OX    X,O OX   XX,0.0
OO X X  X,OOOX X  X,-1.0
XX  X  OO,XX OX  OO,0.0
O    XXO ,O    XXOX,0.0
X   XO O ,X   XOXO ,0.0
X  XOX O ,XO XOX O ,-1.0
X  X O O ,X  XXO O ,0.0
X  XXO O ,X OXXO O ,0.0
 XXXXOOO , XXXXOOOO,-1.0
XXO  X OO,XXOX X OO,0.0
 OXX  O  , OXX XO  ,0.0
 OXX XO  , OXX XOO ,0.0
XO O X XO,XO OXX XO,0.0
 X OO   X, X OOX  X,0.0
 X OOX  X, X OOX OX,0.0
X  XOX O ,X  XOXOO ,0.0
X  XOXOO ,XX XOXOO ,0.0
   XO X  ,   XO X O,0.0
X  XOO   ,X  XOOX  ,1.0
OO   X  X,OOX  X  X,1.0
XO XO   X,XO XO O X,0.0
X  O X O ,XX O X O ,0.0
XX O X O ,XX OOX O ,0.0
XX OOX O ,XX OOXXO ,0.0
XOOO XX  ,XOOO XX X,0.0
X  XOXOOX,XO XOXOOX,-1.0
X X O  OX,X X OO OX,0.0
 X  X OO , X XX OO ,0.0
 X XX OO , XOXX OO ,0.0
 XOXX OO , XOXXXOO ,1.0
  XX XOO , OXX XOO ,0.0
 OXX XOO , OXXXXOO ,1.0
 XXOO X O, XXOO XXO,0.0
X    XOO ,X   XXOO ,0.0
X   XXOO ,XO  XXOO ,0.0
XO  XXOO ,XOX XXOO ,0.0
XOX XXOO ,XOXOXXOO ,0.0
XX O  XO ,XXOO  XO ,0.0
XXOO  XO ,XXOO  XOX,0.0
 XX OO   ,XXX OO   ,1.0
    XOOXX, O  XOOXX,0.0
XOXO  X  ,XOXO  XO ,0.0
X  O X  O,X  O X XO,0.0
OXX  XXOO,OXX OXXOO,-1.0
 O   X XO, OX  X XO,0.0
 OXX  X O, OXX  XOO,0.0
 OXXO XXO,OOXXO XXO,-1.0
 OO X  XX, OO X OXX,0.0
XOO OX  X,XOOXOX  X,0.0
  OOX X X,  OOX XOX,0.0
  X O XXO,O X O XXO,-1.0
 XO XO   , XO XO X ,1.0
   XXO O ,X  XXO O ,0.0
X  XXO O ,XO XXO O ,0.0
XO XXO O ,XOXXXO O ,0.0
XOX   OX ,XOX O OX ,0.0
XX  OXO O,XXX OXO O,1.0
OXX   O  ,OXX  XO  ,0.0
OXX  XO  ,OXX OXO  ,0.0
XO   X  O,XO  XX  O,0.0
 OO XX X , OOOXX X ,0.0
 O  XOX X,OO  XOX X,0.0
OO  XOX X,OO XXOX X,0.0
X  O OX  ,XX O OX  ,0.0
XX O OX  ,XX OOOX  ,-1.0
 OXO  XX ,OOXO  XX ,0.0
  X OX  O,X X OX  O,0.0
X X OX  O,XOX OX  O,0.0
XOX OX  O,XOX OXX O,0.0
XOX OXX O,XOXOOXX O,0.0
  OOXXOX , XOOXXOX ,1.0
  XX OO  ,  XX OO X,0.0
 OXX OO X,XOXX OO X,0.0
XO XO  X ,XO XOO X ,0.0
 OOXX OXX, OOXXOOXX,0.0
X  OOX X ,X  OOX XO,0.0
X  OOX XO,X  OOXXXO,0.0
    O OXX,  X O OXX,0.0
  X O OXX, OX O OXX,0.0
  O XXO X, OO XXO X,0.0
O  X OXXO,O  XXOXXO,0.0
 XO   OX , XO   OXX,0.0
O X O X X,OOX O X X,0.0
OOX O X X,OOX O XXX,1.0
  O XX OX,  O XXOOX,0.0
  O XXOOX,X O XXOOX,1.0
    XXO O,X   XXO O,0.0
O XX OX  ,O XX OXO ,0.0
  XX X OO,  XX XOOO,-1.0
  OX X O ,  OXXX O ,1.0
XO   X XO,XO  OX XO,0.0
   OXXX O, O OXXX O,0.0
OOX X   X,OOXOX   X,0.0
XO OXX   ,XOOOXX   ,0.0
XX X  O O,XX XO O O,0.0
O O  X X ,O O XX X ,0.0
O O XX X ,O O XX XO,0.0
  OXX  O ,  OXX XO ,0.0
  OXX XO ,O OXX XO ,0.0
   O  X X,O  O  X X,0.0
O XO  X X,O XO OX X,0.0
O XO OX X,O XO OXXX,1.0
XX  O X O,XX  OOX O,0.0
 OOXX    , OOXX X  ,0.0
 OOXX X  ,OOOXX X  ,-1.0
X OX XOO ,X OX XOOX,0.0
 X OXO  X, X OXOO X,0.0
 OX OX X , OX OX XO,0.0
 O  XX XO, O  XXOXO,0.0
  OO   XX,  OO  XXX,1.0
O  XO X  ,O  XO X X,0.0
O  XO X X,O  XOOX X,0.0
  X OXOXO, XX OXOXO,0.0
 XX OXOXO,OXX OXOXO,-1.0
O   XXO  ,OX  XXO  ,0.0
X X OO X ,X XOOO X ,-1.0
  OXO  X ,  OXO XX ,0.0
  OXO XX ,O OXO XX ,0.0
  XOX O X,O XOX O X,-1.0
 XXOX  O , XXOXO O ,0.0
X  O  O X,X XO  O X,0.0
X XO  O X,X XOO O X,0.0
 X O  OXX, X OO OXX,0.0
O  OXX  X,OO OXX  X,0.0
XXO  O   ,XXOX O   ,0.0
XXOXOO   ,XXOXOOX  ,1.0
 OX OOXX , OX OOXXX,1.0
 XXXO  O , XXXOO O ,0.0
   XOX  O,  XXOX  O,0.0
  XXOX  O, OXXOX  O,0.0
 OXXOX  O,XOXXOX  O,0.0
OXOXX  O ,OXOXXX O ,1.0
 OX   OX , OX   OXX,0.0
 X XOOXOX, XOXOOXOX,0.0
OX O  X X,OX OO X X,0.0
OX OO X X,OX OOXX X,0.0
  O OX  X, XO OX  X,0.0
XOXX OO  ,XOXXXOO  ,0.0
O  XOXX  ,OO XOXX  ,0.0
OO XOXX  ,OO XOXXX ,0.0
 XO  O  X, XO  O XX,0.0
 XO OO XX, XO OOXXX,1.0
   XOXO  ,   XOXO X,0.0
   XOXO X,O  XOXO X,0.0
X X O  XO,XOX O  XO,0.0
XOX O  XO,XOX OX XO,0.0
 XXO OX  , XXO OX O,0.0
O   XO XX,O O XO XX,0.0
O O XO XX,O OXXO XX,0.0
 XO   OX , XO X OX ,1.0
 OO  XX X, OO  XXOX,0.0
 OO  XXOX, OOX XXOX,0.0
 OOX XXOX,OOOX XXOX,-1.0
 X O XX O, X OOXX O,0.0
 X OOXX O, XXOOXX O,0.0
 XX  O XO,OXX  O XO,0.0
   O XXOX,   OOXXOX,0.0
 OO  XXXO, OOX XXXO,0.0
  OOXXX  ,  OOXXX O,0.0
OX  XX  O,OX  XX OO,0.0
OX  XX OO,OX  XXXOO,0.0
OX  XXXOO,OX OXXXOO,0.0
 O XO OXX, O XOXOXX,0.0
XO O XXXO,XO OOXXXO,0.0
 X X  OO , X X XOO ,0.0
X  XOO  X,X OXOO  X,0.0
 O   X OX, O  XX OX,0.0
O XO   X ,OXXO   X ,0.0
OXXO   X ,OXXO O X ,0.0
XXOO   XO,XXOOX  XO,1.0
XO   XOX ,XO O XOX ,0.0
XO O XOX ,XOXO XOX ,0.0
XOXO XOX ,XOXO XOXO,0.0
OXX  XO O,OXX XXO O,0.0
OXX XXO O,OXX XXOOO,-1.0
OXO OX  X,OXO OX XX,0.0
 X  XO O , XX XO O ,0.0
OX  XX O ,OX  XX OO,0.0
OX  XXXOO,OXO XXXOO,0.0
 X XX O O, XOXX O O,0.0
 XOXX O O, XOXX OXO,1.0
O XX   XO,O XXO  XO,-1.0
 O XX OXO,XO XX OXO,0.0
  XO X  O,  XO X XO,0.0
XXO  O   ,XXO XO   ,0.0
XXO XO   ,XXO XO O ,0.0
X  OXOX  ,XO OXOX  ,0.0
XO OXOX  ,XOXOXOX  ,1.0
 O OX  XX,OO OX  XX,0.0
OO OX  XX,OO OXX XX,0.0
XOOX     ,XOOX    X,0.0
XXO    O ,XXOX   O ,0.0
  OX OXOX,  OXXOXOX,0.0
X    OO X,X   XOO X,1.0
 X XXOOO , XXXXOOO ,0.0
X X O OOX,XXX O OOX,1.0
O   XX O ,O  XXX O ,1.0
O  OX XXO,O  OXXXXO,0.0
O  OXXXXO,O OOXXXXO,0.0
X    OO X,X    OOXX,0.0
  XXXOOXO,O XXXOOXO,0.0
XO X  O  ,XO X  OX ,0.0
 XO  X O , XO XX O ,0.0
 XO XX O , XO XXOO ,0.0
 XXO  XOO, XXO XXOO,0.0
XO X XO  ,XO X XO O,0.0
 X O OXOX, XXO OXOX,0.0
O OXX X  ,O OXXOX  ,0.0
O OXXOX  ,O OXXOXX ,0.0
  X O  XO, XX O  XO,0.0
 XXOO  XO, XXOOX XO,0.0
O O X XX ,O OOX XX ,0.0
O OOX XX ,O OOXXXX ,0.0
 OX OXX O,XOX OXX O,0.0
 XX  OX O, XX  OXOO,0.0
XO   OX  ,XO   OXX ,0.0
XO   OXX ,XOO  OXX ,0.0
 X X   O , X X   OO,0.0
 XXX   OO, XXXO  OO,0.0
 XXXO  OO,XXXXO  OO,1.0
XOX  O   ,XOXX O   ,0.0
OXO   X  ,OXO  XX  ,0.0
O XXX OO ,O XXXXOO ,1.0
O OXOXX  ,OXOXOXX  ,0.0
 OO  XX  , OO  XX X,0.0
 OO  XX X, OOO XX X,0.0
 OO  X XX, OO OX XX,0.0
O  O XX  ,O XO XX  ,0.0
O XO XX  ,OOXO XX  ,0.0
   O O XX,X  O O XX,0.0
XOXX XO O,XOXX XOOO,-1.0
   O O XX,   O OXXX,1.0
 O X O  X, O XXO  X,0.0
 OOXX  OX, OOXX XOX,0.0
O OX X  X,OOOX X  X,-1.0
XX OO X  ,XX OO XO ,0.0
   OOX X ,X  OOX X ,0.0
XXO X O O,XXO X OXO,1.0
O XXOX   ,O XXOX O ,0.0
 OOXXO X ,XOOXXO X ,0.0
O X OX   ,O X OX  X,1.0
X O O   X,X O OX  X,0.0
XOO OX  X,XOO OX XX,0.0
XOO OX XX,XOOOOX XX,0.0
 XO  X O , XO  XXO ,0.0
OXX O   X,OXX O  OX,0.0
OXX O  OX,OXX OX OX,1.0
 OX X O X, OX XOO X,0.0
O   OX X ,O  XOX X ,0.0
 O X   OX, O X  XOX,0.0
XXOX  O  ,XXOX OO  ,0.0
XXOX OO  ,XXOXXOO  ,0.0
X X  X OO,X X  XOOO,-1.0
    OXXOX,O   OXXOX,0.0
XOO OX XX,XOO OXOXX,-1.0
O OOX  XX,O OOX XXX,1.0
OX OXO  X,OX OXOX X,0.0
OX OXOX X,OX OXOXOX,0.0
O OX XXOX,OOOX XXOX,-1.0
OO XXO  X,OOXXXO  X,0.0
OXO XX   ,OXO XX  O,0.0
OXXO    X,OXXO  O X,-1.0
OXOO X X ,OXOO XXX ,0.0
  XO OX  ,  XOXOX  ,1.0
O  O  X X,O  O  XXX,1.0
 X X O O , XXX O O ,0.0
 XXX O O ,OXXX O O ,0.0
OXXXXO O ,OXXXXOOO ,0.0
 X X OOOX, XXX OOOX,0.0
 XOXX O  , XOXX OO ,0.0
O  X O X ,O  X OXX ,0.0
XOX   OX ,XOXO  OX ,0.0
X O X  O ,X O X XO ,0.0
OXX   OX ,OXXO  OX ,-1.0
O X  OX X,O X OOX X,0.0
O X OOX X,O XXOOX X,0.0
O XXOOX X,OOXXOOX X,0.0
 O XX  XO, OOXX  XO,0.0
  XOX O  , XXOX O  ,0.0
 XXOX O  , XXOXOO  ,0.0
 XXX  OO , XXX OOO ,0.0
XXO OX   ,XXOOOX   ,0.0
XXOOOX   ,XXOOOX  X,0.0
XXOOOX  X,XXOOOXO X,-1.0
XO  X X O,XO  X XOO,0.0
OXO     X,OXO X   X,0.0
OXO X   X,OXOOX   X,0.0
 X X  OO ,XX X  OO ,0.0
XXO O  OX,XXOXO  OX,0.0
 OXOOX X , OXOOX XX,1.0
X  O  X O,X  O XX O,0.0
XX O  O  ,XX O  OX ,0.0
XX O  OX ,XXOO  OX ,0.0
 XO O X X, XO OOX X,0.0
X X  OO  ,X X XOO  ,0.0
X X XOO  ,X XOXOO  ,0.0
X XOXOO  ,X XOXOO X,1.0
 XXX O  O, XXX O OO,0.0
O O  XXX ,OOO  XXX ,-1.0
X XO   O ,X XO   OX,0.0
X XO   OX,XOXO   OX,0.0
X  OX   O,X XOX   O,0.0
X XOX   O,X XOX O O,0.0
XX X  OO ,XX XO OO ,0.0
XX XO OO ,XX XO OOX,0.0
X X O XO ,X X O XOO,0.0
XXOO  XOX,XXOOO XOX,0.0
O XX O X ,OOXX O X ,0.0
OOXX O X ,OOXXXO X ,0.0
 XO    X , XO  O X ,0.0
  OXXO X ,  OXXO XO,-1.0
 X XOOOX , XXXOOOX ,0.0
XX O O XO,XX O OXXO,0.0
XX O OXXO,XXOO OXXO,-1.0
 XX O O X,OXX O O X,0.0
  XO X  O,X XO X  O,0.0
X XO X  O,X XO X OO,0.0
X XO X OO,XXXO X OO,1.0
  XO  O X,X XO  O X,0.0
X XO  O X,XOXO  O X,0.0
XOXO  O X,XOXOX O X,1.0
X  O  O X,X  OX O X,1.0
  XXOX O ,  XXOXOO ,0.0
X OO X X ,X OOOX X ,0.0
 XXXO OOX, XXXOOOOX,0.0
   OXO X ,  XOXO X ,0.0
  XOXO X ,O XOXO X ,0.0
XXO  O X ,XXOO O X ,0.0
X O  XO  ,X O  XO X,0.0
X O  XO X,X OO XO X,0.0
X OO XO X,X OOXXO X,1.0
XX   O   ,XX O O   ,0.0
 XO O X X, XOOO X X,0.0
OO     XX,OO    XXX,1.0
 X   O OX, XX  O OX,0.0
OXX OOX  ,OXX OOXX ,0.0
 OOOXXX  , OOOXXXX ,0.0
X   XXOO ,X   XXOOO,-1.0
 OX  X XO,OOX  X XO,0.0
X OO   XX,XOOO   XX,0.0
XOOO   XX,XOOO  XXX,1.0
X   OXOX ,X  OOXOX ,0.0
XX OOXOX ,XX OOXOXO,0.0
XXOOO   X,XXOOOX  X,0.0
XO   O  X,XOX  O  X,0.0
XOX  O  X,XOX OO  X,0.0
X   O XXO,X  OO XXO,0.0
O  OXX X ,OO OXX X ,0.0
 XOO X OX, XOO XXOX,0.0
OX    XXO,OX  O XXO,-1.0
 OXO X   , OXO XX  ,0.0
 X O XXO ,OX O XXO ,0.0
OX O XXO ,OXXO XXO ,0.0
 XO  XO X, XO  XOOX,0.0
XXOX  O O,XXOXX O O,0.0
XXOXX O O,XXOXXOO O,-1.0
   OXX XO,  OOXX XO,0.0
 X OX XO ,OX OX XO ,0.0
OX OX XO ,OX OX XOX,0.0
XX XO  O ,XX XO OO ,0.0
XX XO OO ,XX XOXOO ,0.0
 O XXO   , O XXO X ,0.0
   OXXXO ,   OXXXOO,0.0
 X OXXXOO,OX OXXXOO,0.0
X X O OX ,XOX O OX ,0.0
XOX O OX ,XOXXO OX ,0.0
O O  XXXO,O OX XXXO,0.0
 X OO  XX, X OOO XX,-1.0
 X  OOX X, XO OOX X,0.0
  XX OOX , OXX OOX ,0.0
OX  X O  ,OXX X O  ,0.0
   O XXOX,  OO XXOX,0.0
  X O XO ,  X OXXO ,0.0
  X OXXO ,  XOOXXO ,0.0
 X  O XOX, X  OOXOX,0.0
XOXX O   ,XOXX O O ,0.0
OX O XXO ,OX OXXXO ,0.0
X O   XXO,X O O XXO,0.0
XX   OO X,XXO  OO X,0.0
  XOO  X , XXOO  X ,0.0
 XXOO  X , XXOOO X ,-1.0
XO   XX O,XOO  XX O,0.0
X X OOX  ,X XOOOX  ,-1.0
OX  OX OX,OXX OX OX,1.0
 X O XOX , X OOXOX ,0.0
 X OOXOX , X OOXOXX,0.0
   XXO XO, O XXO XO,0.0
 O XXO XO, OXXXO XO,0.0
  XX OO X,O XX OO X,0.0
 X X O O , X X OXO ,0.0
  O XXOX ,  OOXXOX ,0.0
  X XOOX ,  XOXOOX ,0.0
 OXXOXO  , OXXOXOX ,0.0
X OX O   ,X OXXO   ,0.0
X OXXO   ,X OXXOO  ,0.0
O O   XX ,O O   XXX,1.0
   OX OX ,   OXXOX ,0.0
XX  XO O ,XX  XO OO,0.0
  XO XO  ,  XO XOX ,0.0
  XO XOX ,  XOOXOX ,0.0
 X O XO X,OX O XO X,-1.0
 X  O O X,XX  O O X,0.0
    OXOX , X  OXOX ,0.0
 XOXOX  O, XOXOX XO,0.0
 OOOXX X ,XOOOXX X ,0.0
X O XX  O,X OOXX  O,0.0
XOO  X X ,XOO OX X ,0.0
XOO OX X ,XOOXOX X ,0.0
 OO XXOXX, OOOXXOXX,0.0
 O O XXX , O OOXXX ,0.0
OX    XOX,OXO   XOX,0.0
O OX X XO,OXOX X XO,0.0
OXOX X XO,OXOX XOXO,0.0
O  XO X X,O OXO X X,0.0
O OXO X X,O OXO XXX,1.0
 X  O  OX,XX  O  OX,0.0
XX  O  OX,XX  OO OX,0.0
X   OO X ,XX  OO X ,0.0
XX  OO X ,XX OOO X ,-1.0
XO  XOX  ,XO  XOX O,0.0
XO  XOX O,XO XXOX O,1.0
OXXXOO   ,OXXXOO X ,0.0
 OX O X  , OX O XX ,0.0
O  X XX O,O OX XX O,0.0
O OX XX O,O OX XXXO,0.0
 XO O  X , XO O XX ,0.0
 X OX  OX, X OXO OX,0.0
   O OX X,   O OXXX,1.0
  XX OOX ,  XXOOOX ,0.0
 XXXOOOX , XXXOOOXO,0.0
XO X O X ,XOOX O X ,0.0
XOOX O X ,XOOXXO X ,0.0
XOOXXO X ,XOOXXOOX ,0.0
  OXOXX O,X OXOXX O,1.0
 XOO   X , XOO   XX,0.0
 XOO   XX, XOO O XX,0.0
XOX OX  O,XOX OX XO,0.0
 XO X O X, XO XOO X,0.0
OX     OX,OX  X  OX,0.0
OX  XO OX,OX  XOXOX,0.0
 XOX XO  , XOXOXO  ,-1.0
OXX O XO ,OXXXO XO ,0.0
 O XXO X , O XXO XO,0.0
XO O XOX ,XO OXXOX ,0.0
X X OXOO ,X X OXOOX,1.0
 X O  XO , X OX XO ,0.0
 O   X OX,XO   X OX,0.0
XO   X OX,XO   XOOX,0.0
XO   XOOX,XOX  XOOX,1.0
  O XXO X,  OOXXO X,0.0
X X X  OO,XOX X  OO,0.0
XX O  X O,XX O OX O,0.0
 XOX XO  , XOX XOO ,0.0
  X X OXO, OX X OXO,0.0
X  XO OX ,X  XO OXO,0.0
X  XO OXO,X XXO OXO,0.0
 XO XO  X, XO XO OX,0.0
 XO XO OX, XOXXO OX,0.0
 O X  O X, OXX  O X,0.0
   XO X O,   XOXX O,0.0
   XOXX O,   XOXXOO,0.0
X XO X O ,X XOOX O ,0.0
  X OX  O,  XXOX  O,0.0
  XXOX  O,  XXOX OO,0.0
 X XOO  X, XOXOO  X,0.0
OO XX X O,OO XXXX O,1.0
OX  OX   ,OX XOX   ,0.0
XX O  O X,XXOO  O X,0.0
  XOO XOX,  XOOXXOX,1.0
  OXX XO , OOXX XO ,0.0
 XXOX O  , XXOX O O,0.0
 XXOX O O, XXOXXO O,0.0
 XXOXXO O,OXXOXXO O,-1.0
XOX   X O,XOXO  X O,0.0
 XO O   X, XOXO   X,0.0
O  XXO   ,O  XXOX  ,0.0
O XXXOOX ,O XXXOOXO,0.0
O   X XO ,O X X XO ,1.0
X   O XOX,XO  O XOX,-1.0
 X    OX , X    OXO,0.0
X  XOXO  ,X  XOXOO ,0.0
X  XOXOO ,X XXOXOO ,0.0
XX    OOX,XX O  OOX,0.0
XXO O  X ,XXO O OX ,-1.0
 OX   X  ,OOX   X  ,0.0
  O XXOXO, XO XXOXO,1.0
 XX XO O , XX XO OO,0.0
 XX XO OO, XX XOXOO,1.0
O O   X X,O O X X X,0.0
O O X X X,O OOX X X,0.0
O OOX X X,O OOX XXX,1.0
X  X  O O,X  X  OXO,0.0
X  X  OXO,X  X OOXO,0.0
OX XXO   ,OX XXO  O,0.0
OX XXO  O,OX XXO XO,1.0
OX  X  OX,OXO X  OX,0.0
 XOX OX  , XOXOOX  ,0.0
 O XO XX , O XO XXO,0.0
XO  OX  X,XO  OX OX,-1.0
 X   O XO, X  XO XO,1.0
OOX  X   ,OOX  X  X,1.0
 X    OXO, XX   OXO,0.0
  X XO O ,  X XOXO ,1.0
OX  OXXO ,OX XOXXO ,0.0
OX O X XO,OX OXX XO,1.0
 OX XOO X,XOX XOO X,1.0
 XX  OXO , XXO OXO ,0.0
OXXO OX  ,OXXOXOX  ,1.0
OX O X OX,OXXO X OX,1.0
 XXO O X , XXOOO X ,-1.0
  O X XO ,X O X XO ,0.0
XX OOX   ,XXOOOX   ,0.0
OXOX    X,OXOX   OX,0.0
  XX XOO ,  XXOXOO ,0.0
   O X XO, X O X XO,0.0
 X O X XO, X OOX XO,0.0
 OX  X  O, OX XX  O,0.0
 X  X  OO,XX  X  OO,0.0
  OXXO  X,O OXXO  X,0.0
O XX OX  ,O XX OX O,0.0
XX  OO OX,XXX OO OX,1.0
OOXO  X X,OOXO  XXX,1.0
X    XO O,X    XOXO,0.0
XO OX  XO,XO OX XXO,0.0
XO OX XXO,XO OXOXXO,0.0
  X OOX  ,  X OOX X,0.0
  X OOX X,O X OOX X,0.0
O X OOX X,OXX OOX X,0.0
X    XOXO,X   OXOXO,0.0
 O O XX  , O O XX X,0.0
XXOX O   ,XXOX O  O,-1.0
 O    XXO, O   XXXO,0.0
 OXO XOX , OXO XOXX,1.0
   OOXXX , O OOXXX ,0.0
O XX OXOX,O XXOOXOX,0.0
X  O XO  ,X XO XO  ,0.0
X XO XO  ,X XO XO O,0.0
  XXXO  O, OXXXO  O,0.0
OXOO  XX ,OXOO XXX ,0.0
   X OO X,X  X OO X,0.0
X   OO  X,X   OOX X,0.0
   OX XOX, O OX XOX,0.0
 XOXOO X ,XXOXOO X ,0.0
   X XOXO,   XOXOXO,0.0
   XOXOXO,  XXOXOXO,0.0
OXXO OXX ,OXXOOOXX ,-1.0
  O XX  O,  OXXX  O,1.0
OOX   XX ,OOX  OXX ,0.0
O O  X  X,OXO  X  X,0.0
OXO  X  X,OXO OX  X,0.0
 XX O  O , XXXO  O ,0.0
 XXXO  O , XXXO  OO,0.0
 XXXO  OO, XXXO XOO,0.0
  X  XOO ,  XX XOO ,0.0
OX XX O  ,OX XX O O,0.0
XX  OO X ,XXO OO X ,0.0
 X   XO O,XX   XO O,0.0
   X XOOX,O  X XOOX,0.0
OX O X X ,OX O XOX ,-1.0
O XXO O X,O XXOXO X,1.0
   OXX O ,X  OXX O ,0.0
 O X XOX , O XOXOX ,0.0
 O XOXOX ,XO XOXOX ,0.0
O XX XO O,OXXX XO O,0.0
   XOX  O, X XOX  O,0.0
XO  XO XO,XOX XO XO,0.0
O X XO   ,O X XO X ,0.0
XO  O XX ,XO  OOXX ,0.0
OX XO   X,OX XO  OX,0.0
OX XO  OX,OXXXO  OX,0.0
 OXXOOX  , OXXOOX X,0.0
 OXXOOX X,OOXXOOX X,0.0
XXO  OXOX,XXOO OXOX,0.0
OO X    X,OO X  X X,0.0
OO X  X X,OOOX  X X,-1.0
X  X   OO,X  X  XOO,1.0
X O   O X,X O X O X,1.0
 XOXXOO  ,XXOXXOO  ,0.0
XXOXXOO  ,XXOXXOO O,-1.0
 XOX  X O, XOX OX O,-1.0
 XOXX  O ,OXOXX  O ,0.0
     X XO,   O X XO,0.0
   O XXXO,  OO XXXO,0.0
  OO XXXO,  OOXXXXO,0.0
  XXO X O,  XXO XOO,0.0
 XO  X  O,XXO  X  O,0.0
 O X  XOX, O X OXOX,0.0
 O X OXOX, O XXOXOX,0.0
 O XXOXOX,OO XXOXOX,0.0
X XOO X O,X XOO XXO,0.0
OXX  O OX,OXX  OXOX,0.0
  XO  OXX,  XO OOXX,0.0
  XO OOXX,  XOXOOXX,0.0
OXX  O X ,OXX  O XO,0.0
 X    OOX, X   XOOX,0.0
 X   XOOX, X  OXOOX,0.0
 X  OXOOX, XX OXOOX,1.0
X     OXO,X X   OXO,0.0
XXOX XO O,XXOX XOOO,-1.0
OXOX X   ,OXOX X  O,0.0
OXOX X  O,OXOXXX  O,1.0
 OX  XXO , OXO XXO ,0.0
OX  OXX  ,OX OOXX  ,0.0
 O  XX O , O XXX O ,1.0
 X OXO  X, XOOXO  X,0.0
 XOOXO  X, XOOXOX X,0.0
 X   X OO, X  XX OO,0.0
 X  XX OO, X OXX OO,0.0
 X OXX OO,XX OXX OO,0.0
  XX OXO ,  XX OXOO,0.0
  OX X XO,O OX X XO,0.0
O OX X XO,O OXXX XO,1.0
X X   OXO,X XO  OXO,0.0
 OOXX X  , OOXX XO ,0.0
  OX XOOX, XOX XOOX,0.0
  O XOXX ,  OOXOXX ,0.0
  OOXOXX , XOOXOXX ,1.0
  O  XOXX,  O OXOXX,-1.0
OOX   X  ,OOX   XX ,0.0
OOXO  XX ,OOXO  XXX,1.0
OO X  X  ,OO X  XX ,0.0
OO X  XX ,OO X OXX ,0.0
OO X OXX ,OOXX OXX ,0.0
 X  O X O, X  O XXO,0.0
